year,age,id,gunlaw,owngun,hunt
1972,60.0,304,favor,,
1972,37.0,305,favor,,
1972,20.0,306,oppose,,
1972,55.0,307,,,
1972,71.0,308,,,
1972,30.0,309,favor,,
1972,59.0,310,favor,,
1972,42.0,311,oppose,,
1972,55.0,312,favor,,
1972,24.0,313,favor,,
1972,30.0,314,favor,,
1972,70.0,315,favor,,
1972,43.0,316,favor,,
1972,45.0,317,favor,,
1972,25.0,318,favor,,
1972,37.0,319,favor,,
1972,22.0,320,favor,,
1972,27.0,321,favor,,
1972,28.0,322,favor,,
1972,42.0,323,favor,,
1972,42.0,324,favor,,
1972,30.0,325,favor,,
1972,40.0,326,favor,,
1972,37.0,327,favor,,
1972,24.0,328,favor,,
1972,46.0,329,favor,,
1972,53.0,330,favor,,
1972,64.0,331,favor,,
1972,20.0,332,favor,,
1972,60.0,333,favor,,
1972,33.0,334,oppose,,
1972,70.0,335,,,
1972,60.0,336,oppose,,
1972,26.0,337,favor,,
1972,74.0,338,favor,,
1972,33.0,339,favor,,
1972,23.0,340,favor,,
1972,19.0,341,favor,,
1972,59.0,342,oppose,,
1972,70.0,343,oppose,,
1972,52.0,344,oppose,,
1972,,345,,,
1972,75.0,346,oppose,,
1972,49.0,347,favor,,
1972,49.0,348,oppose,,
1972,46.0,349,oppose,,
1972,45.0,350,oppose,,
1972,28.0,351,favor,,
1972,23.0,352,favor,,
1972,64.0,353,favor,,
1972,33.0,354,oppose,,
1972,69.0,355,favor,,
1972,72.0,356,favor,,
1972,59.0,357,oppose,,
1972,69.0,358,favor,,
1972,58.0,359,favor,,
1972,53.0,360,favor,,
1972,62.0,361,oppose,,
1972,58.0,362,oppose,,
1972,32.0,363,favor,,
1972,58.0,364,favor,,
1972,70.0,365,favor,,
1972,69.0,366,oppose,,
1972,36.0,367,oppose,,
1972,47.0,368,oppose,,
1972,31.0,369,oppose,,
1972,81.0,370,favor,,
1972,24.0,371,favor,,
1972,51.0,372,favor,,
1972,69.0,373,favor,,
1972,30.0,374,favor,,
1972,69.0,375,favor,,
1972,45.0,376,oppose,,
1972,24.0,377,favor,,
1972,66.0,378,oppose,,
1972,29.0,379,oppose,,
1972,57.0,380,,,
1972,58.0,381,favor,,
1972,77.0,382,favor,,
1972,30.0,383,favor,,
1972,56.0,384,favor,,
1972,49.0,385,favor,,
1972,52.0,386,favor,,
1972,40.0,387,favor,,
1972,48.0,388,favor,,
1972,47.0,389,favor,,
1972,31.0,390,oppose,,
1972,21.0,391,oppose,,
1972,84.0,392,favor,,
1972,61.0,393,favor,,
1972,46.0,394,favor,,
1972,39.0,395,favor,,
1972,64.0,396,favor,,
1972,77.0,397,favor,,
1972,25.0,398,favor,,
1972,53.0,399,oppose,,
1972,52.0,400,oppose,,
1972,71.0,401,oppose,,
1972,52.0,402,favor,,
1972,57.0,403,favor,,
1972,69.0,404,favor,,
1972,74.0,405,favor,,
1972,58.0,406,favor,,
1972,23.0,407,favor,,
1972,61.0,408,oppose,,
1972,60.0,409,favor,,
1972,36.0,410,favor,,
1972,58.0,411,oppose,,
1972,28.0,412,favor,,
1972,29.0,413,favor,,
1972,25.0,414,favor,,
1972,57.0,415,favor,,
1972,26.0,416,favor,,
1972,55.0,417,favor,,
1972,29.0,418,favor,,
1972,68.0,419,favor,,
1972,18.0,420,favor,,
1972,49.0,421,oppose,,
1972,64.0,422,oppose,,
1972,38.0,423,oppose,,
1972,30.0,424,oppose,,
1972,56.0,425,favor,,
1972,20.0,426,favor,,
1972,19.0,427,oppose,,
1972,50.0,428,favor,,
1972,38.0,429,,,
1972,64.0,430,oppose,,
1972,74.0,431,oppose,,
1972,75.0,432,favor,,
1972,22.0,433,favor,,
1972,75.0,434,oppose,,
1972,23.0,435,favor,,
1972,79.0,436,favor,,
1972,60.0,437,favor,,
1972,26.0,438,favor,,
1972,63.0,439,favor,,
1972,63.0,440,oppose,,
1972,34.0,441,oppose,,
1972,33.0,442,oppose,,
1972,53.0,443,favor,,
1972,78.0,444,favor,,
1972,22.0,445,favor,,
1972,32.0,446,favor,,
1972,27.0,447,favor,,
1972,35.0,448,favor,,
1972,39.0,449,,,
1972,24.0,450,favor,,
1972,22.0,451,oppose,,
1972,28.0,452,oppose,,
1972,57.0,453,favor,,
1972,48.0,454,favor,,
1972,26.0,455,favor,,
1972,50.0,456,favor,,
1972,32.0,457,favor,,
1972,56.0,458,favor,,
1972,26.0,459,,,
1972,30.0,460,favor,,
1972,83.0,461,favor,,
1972,26.0,462,favor,,
1972,20.0,463,favor,,
1972,41.0,464,favor,,
1972,56.0,465,favor,,
1972,83.0,466,favor,,
1972,27.0,467,favor,,
1972,21.0,468,oppose,,
1972,19.0,469,oppose,,
1972,41.0,470,oppose,,
1972,35.0,471,oppose,,
1972,57.0,472,oppose,,
1972,42.0,473,favor,,
1972,54.0,474,oppose,,
1972,24.0,475,favor,,
1972,62.0,476,favor,,
1972,39.0,477,oppose,,
1972,24.0,478,favor,,
1972,66.0,479,favor,,
1972,55.0,480,oppose,,
1972,25.0,481,favor,,
1972,61.0,482,favor,,
1972,62.0,483,favor,,
1972,29.0,484,favor,,
1972,27.0,485,favor,,
1972,44.0,486,favor,,
1972,44.0,487,oppose,,
1972,34.0,488,favor,,
1972,23.0,489,favor,,
1972,58.0,490,oppose,,
1972,24.0,491,favor,,
1972,34.0,492,favor,,
1972,42.0,493,favor,,
1972,32.0,494,favor,,
1972,52.0,495,favor,,
1972,22.0,496,favor,,
1972,35.0,497,favor,,
1972,45.0,498,favor,,
1972,30.0,499,favor,,
1972,35.0,500,favor,,
1972,36.0,501,,,
1972,57.0,502,favor,,
1972,28.0,503,oppose,,
1972,42.0,504,favor,,
1972,23.0,505,favor,,
1972,53.0,506,favor,,
1972,22.0,507,oppose,,
1972,60.0,508,oppose,,
1972,56.0,509,favor,,
1972,24.0,510,favor,,
1972,26.0,511,favor,,
1972,55.0,512,oppose,,
1972,20.0,513,oppose,,
1972,30.0,514,oppose,,
1972,26.0,515,favor,,
1972,36.0,516,oppose,,
1972,42.0,517,favor,,
1972,28.0,518,oppose,,
1972,54.0,519,oppose,,
1972,49.0,520,oppose,,
1972,30.0,521,oppose,,
1972,40.0,522,favor,,
1972,55.0,523,oppose,,
1972,74.0,524,oppose,,
1972,48.0,525,oppose,,
1972,63.0,526,favor,,
1972,72.0,527,favor,,
1972,30.0,528,favor,,
1972,78.0,529,favor,,
1972,44.0,530,favor,,
1972,48.0,531,favor,,
1972,29.0,532,favor,,
1972,21.0,533,favor,,
1972,20.0,534,favor,,
1972,52.0,535,favor,,
1972,40.0,536,favor,,
1972,42.0,537,favor,,
1972,54.0,538,favor,,
1972,43.0,539,favor,,
1972,25.0,540,oppose,,
1972,28.0,541,favor,,
1972,43.0,542,favor,,
1972,45.0,543,favor,,
1972,48.0,544,favor,,
1972,36.0,545,favor,,
1972,28.0,546,favor,,
1972,27.0,547,favor,,
1972,52.0,548,oppose,,
1972,20.0,549,favor,,
1972,28.0,550,oppose,,
1972,38.0,551,favor,,
1972,48.0,552,oppose,,
1972,47.0,553,favor,,
1972,59.0,554,oppose,,
1972,26.0,555,oppose,,
1972,63.0,556,oppose,,
1972,80.0,557,oppose,,
1972,68.0,558,oppose,,
1972,49.0,559,oppose,,
1972,21.0,560,oppose,,
1972,27.0,561,,,
1972,41.0,562,,,
1972,31.0,563,oppose,,
1972,76.0,564,oppose,,
1972,26.0,565,oppose,,
1972,73.0,566,favor,,
1972,49.0,567,favor,,
1972,72.0,568,oppose,,
1972,53.0,569,oppose,,
1972,39.0,570,favor,,
1972,31.0,571,favor,,
1972,52.0,572,favor,,
1972,61.0,573,favor,,
1972,85.0,574,oppose,,
1972,54.0,575,favor,,
1972,69.0,576,favor,,
1972,65.0,577,favor,,
1972,41.0,578,oppose,,
1972,58.0,579,favor,,
1972,57.0,580,favor,,
1972,55.0,581,oppose,,
1972,47.0,582,oppose,,
1972,60.0,583,oppose,,
1972,53.0,584,oppose,,
1972,57.0,585,favor,,
1972,28.0,586,favor,,
1972,48.0,587,favor,,
1972,51.0,588,oppose,,
1972,33.0,589,favor,,
1972,47.0,590,favor,,
1972,36.0,591,favor,,
1972,19.0,592,favor,,
1972,26.0,593,favor,,
1972,25.0,594,favor,,
1972,24.0,595,favor,,
1972,22.0,596,favor,,
1972,25.0,597,favor,,
1972,21.0,598,favor,,
1972,29.0,599,oppose,,
1972,26.0,600,favor,,
1972,21.0,601,favor,,
1972,53.0,602,oppose,,
1972,44.0,603,favor,,
1972,46.0,604,favor,,
1972,46.0,605,favor,,
1972,60.0,606,,,
1972,50.0,607,favor,,
1972,37.0,608,oppose,,
1972,76.0,609,favor,,
1972,41.0,610,favor,,
1972,24.0,611,favor,,
1972,33.0,612,,,
1972,49.0,613,oppose,,
1972,22.0,614,favor,,
1972,67.0,615,oppose,,
1972,74.0,616,oppose,,
1972,37.0,617,oppose,,
1972,45.0,618,favor,,
1972,59.0,619,favor,,
1972,65.0,620,favor,,
1972,67.0,621,favor,,
1972,66.0,622,oppose,,
1972,28.0,623,favor,,
1972,37.0,624,favor,,
1972,72.0,625,,,
1972,22.0,626,favor,,
1972,60.0,627,favor,,
1972,60.0,628,favor,,
1972,35.0,629,favor,,
1972,60.0,630,oppose,,
1972,79.0,631,favor,,
1972,45.0,632,oppose,,
1972,65.0,633,,,
1972,45.0,634,oppose,,
1972,65.0,635,favor,,
1972,22.0,636,favor,,
1972,60.0,637,oppose,,
1972,38.0,638,oppose,,
1972,29.0,639,oppose,,
1972,26.0,640,favor,,
1972,81.0,641,favor,,
1972,61.0,642,oppose,,
1972,71.0,643,favor,,
1972,26.0,644,oppose,,
1972,70.0,645,favor,,
1972,34.0,646,oppose,,
1972,48.0,647,favor,,
1972,23.0,648,favor,,
1972,60.0,649,favor,,
1972,33.0,650,favor,,
1972,52.0,651,favor,,
1972,55.0,652,favor,,
1972,21.0,653,favor,,
1972,26.0,654,favor,,
1972,77.0,655,favor,,
1972,69.0,656,favor,,
1972,25.0,657,favor,,
1972,43.0,658,favor,,
1972,77.0,659,favor,,
1972,65.0,660,favor,,
1972,31.0,661,oppose,,
1972,65.0,662,favor,,
1972,58.0,663,oppose,,
1972,63.0,664,favor,,
1972,74.0,665,favor,,
1972,20.0,666,oppose,,
1972,42.0,667,favor,,
1972,20.0,668,favor,,
1972,53.0,669,favor,,
1972,40.0,670,favor,,
1972,53.0,671,oppose,,
1972,35.0,672,favor,,
1972,20.0,673,favor,,
1972,69.0,674,favor,,
1972,60.0,675,favor,,
1972,45.0,676,,,
1972,43.0,677,favor,,
1972,72.0,678,oppose,,
1972,28.0,679,favor,,
1972,35.0,680,favor,,
1972,43.0,681,favor,,
1972,51.0,682,favor,,
1972,45.0,683,favor,,
1972,65.0,684,favor,,
1972,48.0,685,favor,,
1972,47.0,686,favor,,
1972,30.0,687,favor,,
1972,45.0,688,favor,,
1972,20.0,689,favor,,
1972,29.0,690,oppose,,
1972,54.0,691,oppose,,
1972,22.0,692,favor,,
1972,48.0,693,favor,,
1972,32.0,694,oppose,,
1972,45.0,695,favor,,
1972,46.0,696,oppose,,
1972,60.0,697,favor,,
1972,60.0,698,favor,,
1972,76.0,699,favor,,
1972,31.0,700,favor,,
1972,45.0,701,favor,,
1972,20.0,702,favor,,
1972,36.0,703,favor,,
1972,56.0,704,favor,,
1972,22.0,705,favor,,
1972,29.0,706,favor,,
1972,45.0,707,oppose,,
1972,44.0,708,favor,,
1972,45.0,709,favor,,
1972,49.0,710,oppose,,
1972,82.0,711,favor,,
1972,33.0,712,oppose,,
1972,43.0,713,oppose,,
1972,38.0,714,favor,,
1972,51.0,715,oppose,,
1972,26.0,716,favor,,
1972,19.0,717,oppose,,
1972,33.0,718,oppose,,
1972,57.0,719,oppose,,
1972,46.0,720,oppose,,
1972,46.0,721,oppose,,
1972,80.0,722,oppose,,
1972,55.0,723,oppose,,
1972,29.0,724,oppose,,
1972,29.0,725,oppose,,
1972,82.0,726,,,
1972,66.0,727,oppose,,
1972,68.0,728,oppose,,
1972,47.0,729,oppose,,
1972,44.0,730,favor,,
1972,29.0,731,oppose,,
1972,53.0,732,favor,,
1972,49.0,733,favor,,
1972,25.0,734,favor,,
1972,31.0,735,favor,,
1972,29.0,736,oppose,,
1972,21.0,737,favor,,
1972,25.0,738,oppose,,
1972,25.0,739,favor,,
1972,21.0,740,favor,,
1972,27.0,741,favor,,
1972,41.0,742,favor,,
1972,58.0,743,favor,,
1972,46.0,744,oppose,,
1972,30.0,745,favor,,
1972,81.0,746,favor,,
1972,21.0,747,favor,,
1972,31.0,748,oppose,,
1972,49.0,749,favor,,
1972,64.0,750,oppose,,
1972,75.0,751,oppose,,
1972,30.0,752,favor,,
1972,19.0,753,favor,,
1972,59.0,754,favor,,
1972,71.0,755,,,
1972,73.0,756,favor,,
1972,19.0,757,favor,,
1972,54.0,758,favor,,
1972,56.0,759,favor,,
1972,54.0,760,favor,,
1972,32.0,761,favor,,
1972,63.0,762,favor,,
1972,48.0,763,favor,,
1972,22.0,764,oppose,,
1972,70.0,765,favor,,
1972,64.0,766,favor,,
1972,23.0,767,favor,,
1972,59.0,768,oppose,,
1972,43.0,769,,,
1972,59.0,770,,,
1972,21.0,771,favor,,
1972,33.0,772,favor,,
1972,47.0,773,oppose,,
1972,40.0,774,favor,,
1972,26.0,775,favor,,
1972,56.0,776,favor,,
1972,35.0,777,oppose,,
1972,78.0,778,oppose,,
1972,83.0,779,favor,,
1972,54.0,780,favor,,
1972,34.0,781,favor,,
1972,33.0,782,favor,,
1972,28.0,783,oppose,,
1972,70.0,784,favor,,
1972,49.0,785,favor,,
1972,23.0,786,favor,,
1972,47.0,787,favor,,
1972,57.0,788,oppose,,
1972,25.0,789,oppose,,
1972,60.0,790,favor,,
1972,24.0,791,oppose,,
1972,33.0,792,favor,,
1972,25.0,793,favor,,
1972,21.0,794,favor,,
1972,43.0,795,favor,,
1972,53.0,796,oppose,,
1972,43.0,797,oppose,,
1972,49.0,798,favor,,
1972,36.0,799,favor,,
1972,32.0,800,favor,,
1972,34.0,801,favor,,
1972,78.0,802,favor,,
1972,73.0,803,oppose,,
1972,73.0,804,favor,,
1972,70.0,805,favor,,
1972,27.0,806,oppose,,
1972,82.0,807,favor,,
1972,22.0,808,favor,,
1972,67.0,809,favor,,
1972,51.0,810,oppose,,
1972,54.0,811,oppose,,
1972,49.0,812,oppose,,
1972,36.0,813,favor,,
1972,45.0,814,favor,,
1972,35.0,815,favor,,
1972,42.0,816,oppose,,
1972,56.0,817,oppose,,
1972,54.0,818,favor,,
1972,52.0,819,favor,,
1972,30.0,820,oppose,,
1972,38.0,821,favor,,
1972,24.0,822,oppose,,
1972,42.0,823,oppose,,
1972,45.0,824,favor,,
1972,47.0,825,favor,,
1972,36.0,826,favor,,
1972,45.0,827,favor,,
1972,42.0,828,favor,,
1972,22.0,829,favor,,
1972,31.0,830,favor,,
1972,28.0,831,favor,,
1972,30.0,832,favor,,
1972,26.0,833,favor,,
1972,26.0,834,favor,,
1972,39.0,835,favor,,
1972,21.0,836,oppose,,
1972,19.0,837,,,
1972,61.0,838,favor,,
1972,65.0,839,favor,,
1972,74.0,840,favor,,
1972,61.0,841,favor,,
1972,64.0,842,favor,,
1972,24.0,843,favor,,
1972,45.0,844,favor,,
1972,27.0,845,favor,,
1972,32.0,846,favor,,
1972,48.0,847,oppose,,
1972,29.0,848,favor,,
1972,29.0,849,favor,,
1972,23.0,850,favor,,
1972,85.0,851,favor,,
1972,32.0,852,favor,,
1972,67.0,853,favor,,
1972,53.0,854,favor,,
1972,28.0,855,favor,,
1972,27.0,856,favor,,
1972,19.0,857,favor,,
1972,34.0,858,favor,,
1972,47.0,859,favor,,
1972,36.0,860,favor,,
1972,38.0,861,favor,,
1972,55.0,862,favor,,
1972,38.0,863,,,
1972,32.0,864,favor,,
1972,76.0,865,favor,,
1972,20.0,866,oppose,,
1972,63.0,867,favor,,
1972,55.0,868,favor,,
1972,48.0,869,favor,,
1972,56.0,870,favor,,
1972,46.0,871,favor,,
1972,65.0,872,favor,,
1972,34.0,873,oppose,,
1972,74.0,874,favor,,
1972,28.0,875,favor,,
1972,36.0,876,favor,,
1972,52.0,877,favor,,
1972,33.0,878,favor,,
1972,64.0,879,favor,,
1972,29.0,880,favor,,
1972,33.0,881,favor,,
1972,18.0,882,favor,,
1972,65.0,883,favor,,
1972,23.0,884,oppose,,
1972,41.0,885,favor,,
1972,49.0,886,oppose,,
1972,50.0,887,favor,,
1972,24.0,888,favor,,
1972,65.0,889,oppose,,
1972,21.0,890,favor,,
1972,52.0,891,,,
1972,71.0,892,favor,,
1972,79.0,893,favor,,
1972,74.0,894,favor,,
1972,74.0,895,favor,,
1972,29.0,896,oppose,,
1972,31.0,897,favor,,
1972,35.0,898,favor,,
1972,53.0,899,favor,,
1972,41.0,900,favor,,
1972,26.0,901,favor,,
1972,51.0,902,oppose,,
1972,56.0,903,,,
1972,19.0,904,oppose,,
1972,25.0,905,oppose,,
1972,69.0,906,oppose,,
1972,72.0,907,favor,,
1972,56.0,908,favor,,
1972,53.0,909,favor,,
1972,60.0,910,,,
1972,64.0,911,favor,,
1972,51.0,912,oppose,,
1972,68.0,913,favor,,
1972,27.0,914,oppose,,
1972,54.0,915,favor,,
1972,33.0,916,favor,,
1972,40.0,917,favor,,
1972,26.0,918,favor,,
1972,84.0,919,favor,,
1972,34.0,920,favor,,
1972,59.0,921,favor,,
1972,53.0,922,favor,,
1972,29.0,923,favor,,
1972,75.0,924,favor,,
1972,73.0,925,favor,,
1972,63.0,926,favor,,
1972,34.0,927,oppose,,
1972,51.0,928,favor,,
1972,43.0,929,favor,,
1972,45.0,930,favor,,
1972,34.0,931,oppose,,
1972,58.0,932,favor,,
1972,59.0,933,favor,,
1972,35.0,934,favor,,
1972,56.0,935,favor,,
1972,29.0,936,favor,,
1972,30.0,937,favor,,
1972,52.0,938,favor,,
1972,44.0,939,oppose,,
1972,59.0,940,oppose,,
1972,63.0,941,oppose,,
1972,35.0,942,favor,,
1972,26.0,943,favor,,
1972,50.0,944,favor,,
1972,42.0,945,oppose,,
1972,24.0,946,,,
1972,64.0,947,oppose,,
1972,30.0,948,oppose,,
1972,34.0,949,favor,,
1972,64.0,950,oppose,,
1972,27.0,951,favor,,
1972,23.0,952,favor,,
1972,21.0,953,favor,,
1972,30.0,954,oppose,,
1972,19.0,955,favor,,
1972,51.0,956,favor,,
1972,78.0,957,favor,,
1972,64.0,958,oppose,,
1972,73.0,959,favor,,
1972,88.0,960,oppose,,
1972,38.0,961,oppose,,
1972,67.0,962,oppose,,
1972,77.0,963,favor,,
1972,61.0,964,favor,,
1972,62.0,965,favor,,
1972,72.0,966,favor,,
1972,60.0,967,favor,,
1972,23.0,968,favor,,
1972,41.0,969,favor,,
1972,40.0,970,favor,,
1972,25.0,971,oppose,,
1972,77.0,972,favor,,
1972,25.0,973,favor,,
1972,21.0,974,favor,,
1972,52.0,975,favor,,
1972,22.0,976,favor,,
1972,23.0,977,favor,,
1972,31.0,978,favor,,
1972,36.0,979,favor,,
1972,32.0,980,favor,,
1972,50.0,981,favor,,
1972,77.0,982,favor,,
